"Departamento","Municipio","Variable","Unidades","Num_Excedencias","Por_Excedencias","Mediana","Percentil98","Max","Min","Dias_Excedencia","Año"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,20,80,98,7,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,7,29,73,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,7,22.5,32,2,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,1,3.9,38.2,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,1,3.7,31.2,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,1.1,2.6,8.2,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,3.6,46.4,155.5,0,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,20.9,50.1,87.5,1.9,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,21.9,34.1,38.6,10.6,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",5,0.08,17.9,62,132,0.2,3,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",31,0.52,19.1,55.4,105.4,0.6,6,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,43,111,380,2,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,46,73.5,86,20,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,19,56,105,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,20,43,50,8,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.5,48.4,136.5,0.2,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,4,43.9,96.5,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,6.9,22.9,39.3,1.5,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.6,2.2,4.6,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,1.7,2.3,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,10.2,122.4,351.4,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,25,72.2,136.7,0.4,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,26.4,55.8,63.7,11.4,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,18,49.6,99.3,0.2,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,18.1,44.5,66.7,1.8,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,35,119,444,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",2,0.55,39,86.8,102,14,2,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,17,63,114,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",4,1.11,18,47.7,53,8,4,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.4,13.5,45.8,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.5,12.6,34.9,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.7,13.6,15.3,0.5,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.5,1.3,2.9,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.5,1.1,1.7,0.2,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",33,0.39,45.5,99.9,176.2,0.2,17,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",561,6.65,45.1,95.5,125.4,0.4,65,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,25,84,204,2,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,26,65.1,79,12,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,10,43,96,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,11,30.8,40,4,0,"2015"
"Antioquia","Barbosa","PM10","ugm3",1,1.3,28,92.9,101,8,1,"2016"
"Antioquia","Barbosa","O3","ugm3",3,0.04,23,88.7,140.9,0,3,"2016"
"Antioquia","Barbosa","O3","ugm3",119,1.6,27.1,78.7,103.8,0.6,29,"2016"
"Antioquia","Bello","NO","ugm3",0,0,4,42.8,195.1,0,0,"2016"
"Antioquia","Bello","NO2","ugm3",0,0,16.1,59.4,143.5,0.2,0,"2016"
"Antioquia","Bello","NO2","ugm3",0,0,17.6,44.8,54.2,3.5,0,"2016"
"Antioquia","Bello","O3","ugm3",26,0.31,18,86.2,232.1,0,17,"2016"
"Antioquia","Bello","O3","ugm3",51,0.61,21.8,69.5,110.6,0.1,14,"2016"
"Antioquia","Bello","PM10","ugm3",0,0,41,116,451,2,0,"2016"
"Antioquia","Bello","PM10","ugm3",8,2.31,42,106.2,127,23,8,"2016"
"Antioquia","Caldas","O3","ugm3",306,3.6,20.8,135.5,245.1,1.8,107,"2016"
"Antioquia","Caldas","O3","ugm3",685,8.04,28.6,109.9,160,2,133,"2016"
"Antioquia","Caldas","PM2.5","ugm3",0,0,31,72.5,132,1,0,"2016"
"Antioquia","Caldas","PM2.5","ugm3",25,7.18,32,66.1,93,13,25,"2016"
"Antioquia","Caldas","PM10","ugm3",0,0,57,141,215,1,0,"2016"
"Antioquia","Caldas","PM10","ugm3",20,5.88,57,117.2,135,29,20,"2016"
"Antioquia","Caldas","PM10","ugm3",1,1.35,48.5,89.2,107,19,1,"2016"
"Antioquia","Copacabana","PM10","ugm3",0,0,34,84.1,93,15,0,"2016"
"Antioquia","La estrella","PM10","ugm3",2,2.56,48,97.4,136,10,2,"2016"
"Antioquia","Girardota","PM10","ugm3",0,0,43,121.9,219,2,0,"2016"
"Antioquia","Girardota","PM10","ugm3",11,3.2,44,114,136,21,11,"2016"
"Antioquia","Girardota","CO","mgm3",0,0,0.5,1.3,2.3,0,0,"2016"
"Antioquia","Girardota","CO","mgm3",0,0,0.5,1.1,1.9,0,0,"2016"
"Antioquia","Girardota","NO","ugm3",0,0,6.2,62.1,116.6,0,0,"2016"
"Antioquia","Girardota","NO2","ugm3",0,0,20.1,51.9,88.2,0,0,"2016"
"Antioquia","Girardota","NO2","ugm3",0,0,21.4,37.2,43.9,5.8,0,"2016"
"Antioquia","Girardota","O3","ugm3",4,0.05,24.1,79.1,149.1,1.8,3,"2016"
"Antioquia","Girardota","O3","ugm3",26,0.32,26.5,66.8,88.1,2.1,10,"2016"
"Antioquia","Girardota","PM2.5","ugm3",0,0,20,83,163,1,0,"2016"
"Antioquia","Girardota","PM2.5","ugm3",19,5.23,20,77,100,8,19,"2016"
"Antioquia","Girardota","SO2","ugm3",0,0,13.8,78.7,256.1,0.3,0,"2016"
"Antioquia","Girardota","SO2","ugm3",0,0,15.2,64.6,159.2,1.4,0,"2016"
"Antioquia","Girardota","SO2","ugm3",0,0,19.3,34.8,41,4.9,0,"2016"
"Antioquia","Itagüí","NO","ugm3",0,0,8,78.4,155.8,0,0,"2016"
"Antioquia","Itagüí","NO2","ugm3",0,0,25.1,70.9,129.5,0.1,0,"2016"
"Antioquia","Itagüí","NO2","ugm3",0,0,27.1,48,59.3,7.4,0,"2016"
"Antioquia","Itagüí","PM2.5","ugm3",0,0,25,85,174,1,0,"2016"
"Antioquia","Itagüí","PM2.5","ugm3",18,5.42,26,81.4,93,11,18,"2016"
"Antioquia","Itagüí","O3","ugm3",413,5.54,26,148.9,241.8,0,159,"2016"
"Antioquia","Itagüí","O3","ugm3",845,11.44,32.9,113.9,166.1,0.9,157,"2016"
"Antioquia","Itagüí","PM10","ugm3",0,0,45,121,219,1,0,"2016"
"Antioquia","Itagüí","PM10","ugm3",8,2.51,46,101.6,128,21,8,"2016"
"Antioquia","Itagüí","PM2.5","ugm3",0,0,23,76,122.5,1,0,"2016"
"Antioquia","Itagüí","PM2.5","ugm3",16,4.88,23,76,87,8,16,"2016"
"Antioquia","Itagüí","PM10","ugm3",0,0,47,123,216,4,0,"2016"
"Antioquia","Itagüí","PM10","ugm3",10,3.45,48,115.2,142,19,10,"2016"
"Antioquia","Itagüí","PST","ugm3",0,0,73,144.6,164,29,0,"2016"
"Antioquia","Itagüí","PM10","ugm3",2,2.78,44.5,101.4,117,17,2,"2016"
"Antioquia","Medellín","PM10","ugm3",2,2.7,44,100.2,120,20,2,"2016"
"Antioquia","Medellín","PM10","ugm3",0,0,59,143,247,4,0,"2016"
"Antioquia","Medellín","PM10","ugm3",15,4.39,61,115.4,162,30,15,"2016"
"Antioquia","Medellín","NO","ugm3",0,0,21,140.8,252.7,0,0,"2016"
"Antioquia","Medellín","NO2","ugm3",0,0,32.9,105,199.1,2.8,0,"2016"
"Antioquia","Medellín","NO2","ugm3",0,0,38.2,63.5,88.9,16.3,0,"2016"
"Antioquia","Medellín","PM10","ugm3",0,0,48,145,227,3,0,"2016"
"Antioquia","Medellín","PM10","ugm3",12,3.99,53,126,151,24,12,"2016"
"Antioquia","Medellín","O3","ugm3",285,3.42,18.5,139.3,322.3,0,123,"2016"
"Antioquia","Medellín","O3","ugm3",502,6.01,25.8,101.9,160.3,0.6,100,"2016"
"Antioquia","Medellín","PM2.5","ugm3",0,0,23,76,139,1,0,"2016"
"Antioquia","Medellín","PM2.5","ugm3",19,5.52,24,72.3,90,6,19,"2016"
"Antioquia","Medellín","NO","ugm3",0,0,32.4,158.2,316.9,0,0,"2016"
"Antioquia","Medellín","NO2","ugm3",2,0.04,55.2,131.3,236.9,7.3,1,"2016"
"Antioquia","Medellín","NO2","ugm3",0,0,57.5,98.7,108.4,22.6,0,"2016"
"Antioquia","Medellín","O3","ugm3",35,0.46,11.2,88.2,186.1,0,19,"2016"
"Antioquia","Medellín","O3","ugm3",26,0.34,16,62.8,96.1,0.2,9,"2016"
"Antioquia","Medellín","PM10","ugm3",0,0,63,141,215,9,0,"2016"
"Antioquia","Medellín","PM10","ugm3",15,4.63,65,127,147,32,15,"2016"
"Antioquia","Medellín","PM2.5","ugm3",0,0,36,101,170,1,0,"2016"
"Antioquia","Medellín","PM2.5","ugm3",46,14.65,36,94.7,112,17,46,"2016"
"Antioquia","Medellín","O3","ugm3",219,2.91,19.2,132.2,280.4,0,93,"2016"
"Antioquia","Medellín","O3","ugm3",442,5.9,26.8,98.5,154.1,0.5,88,"2016"
"Antioquia","Medellín","PM10","ugm3",3,4.17,33,129.9,205,15,3,"2016"
"Antioquia","Medellín","CO","mgm3",0,0,1.6,4,6.4,0,0,"2016"
"Antioquia","Medellín","CO","mgm3",0,0,1.7,3.2,4.9,0.5,0,"2016"
"Antioquia","Medellín","NO","ugm3",0,0,30.2,162.3,290.9,0,0,"2016"
"Antioquia","Medellín","NO2","ugm3",0,0,43.1,99.8,166.2,0.1,0,"2016"
"Antioquia","Medellín","NO2","ugm3",0,0,47.2,69.7,80.7,15.9,0,"2016"
"Antioquia","Medellín","PM10","ugm3",0,0,42,113,228,1,0,"2016"
"Antioquia","Medellín","PM10","ugm3",4,1.15,44,90.1,115,12,4,"2016"
"Antioquia","Medellín","PM10","ugm3",1,1.52,48,94.6,107,22,1,"2016"
"Antioquia","Medellín","PM2.5","ugm3",11,9.17,29,69.9,94,10,11,"2016"
"Antioquia","Medellín","O3","ugm3",173,2.22,18.6,124,272.9,0,80,"2016"
"Antioquia","Medellín","O3","ugm3",297,3.82,24.6,91.7,136.6,0.2,62,"2016"
"Antioquia","Medellín","NO","ugm3",0,0,23.3,138.5,208.5,0,0,"2016"
"Antioquia","Medellín","NO2","ugm3",0,0,30.3,100.7,180.4,2.9,0,"2016"
"Antioquia","Medellín","NO2","ugm3",0,0,34.8,57.9,64.5,16.3,0,"2016"
"Antioquia","Medellín","PM10","ugm3",0,0,57.3,147.4,173.3,4,0,"2016"
"Antioquia","Medellín","PM10","ugm3",10,7.04,63,126.2,138,24,10,"2016"
"Antioquia","Medellín","PM10","ugm3",1,3.57,48.5,104.7,115,23,1,"2016"
"Antioquia","Medellín","PM2.5","ugm3",5,12.5,30.5,77.2,85,15,5,"2016"
"Antioquia","Medellín","NO","ugm3",0,0,13.8,129.2,209.6,0,0,"2016"
"Antioquia","Medellín","NO2","ugm3",0,0,33.7,79.6,142.7,1.8,0,"2016"
"Antioquia","Medellín","NO2","ugm3",0,0,36.5,55.1,67.2,14.8,0,"2016"
"Antioquia","Medellín","O3","ugm3",42,0.72,15.8,98.6,190.2,0,23,"2016"
"Antioquia","Medellín","O3","ugm3",75,1.32,20.9,75,111.3,0.3,21,"2016"
"Antioquia","Medellín","PM2.5","ugm3",0,0,28,91,175,3,0,"2016"
"Antioquia","Medellín","PM2.5","ugm3",33,9.88,29,85.7,104,13,33,"2016"
"Antioquia","Sabaneta","PM10","ugm3",2,2.63,49,101.5,108,17,2,"2016"
"Antioquia","Sabaneta","CO","mgm3",0,0,0.8,2.1,3.2,0,0,"2016"
"Antioquia","Sabaneta","CO","mgm3",0,0,0.9,1.6,2.5,0.1,0,"2016"
"Antioquia","Sabaneta","NO","ugm3",0,0,26,137,257.2,0,0,"2016"
"Antioquia","Sabaneta","NO2","ugm3",0,0,28.2,73.1,151,0,0,"2016"
"Antioquia","Sabaneta","NO2","ugm3",0,0,29.9,51.8,66.4,6.2,0,"2016"
"Antioquia","Sabaneta","PM2.5","ugm3",0,0,47.2,108,183,1.2,0,"2016"
"Antioquia","Sabaneta","PM2.5","ugm3",127,37.57,47,97.8,118,22,127,"2016"
"Huila","Neiva","PM10","ugm3",0,0,29,47,48,14,0,"2016"
"Huila","Neiva","PM10","ugm3",0,0,14,26.8,28,6,0,"2016"
"Cundinamarca","Soacha","SO2","ugm3",0,0,49.8,112.3,287.1,8.1,0,"2016"
"Cundinamarca","Soacha","SO2","ugm3",0,0,52.2,103.9,206,9.3,0,"2016"
"Cundinamarca","Soacha","SO2","ugm3",0,0,54,84.2,115.4,16.6,0,"2016"
"Cundinamarca","Soacha","NO2","ugm3",0,0,11,11,11,0.1,0,"2016"
"Cundinamarca","Soacha","PM10","ugm3",4,11.43,69,148.9,155,26,4,"2016"
"Cundinamarca","Soacha","PST","ugm3",0,0,121.5,204.7,218,42,0,"2016"
"Cundinamarca","Soacha","SO2","ugm3",0,0,11,11,11,11,0,"2016"
"Cundinamarca","Sibaté","PM10","ugm3",0,0,20,155,794,1,0,"2016"
"Cundinamarca","Sibaté","PM10","ugm3",6,3.77,28,117.2,202,6,6,"2016"
"Cundinamarca","Sibaté","PM2.5","ugm3",0,0,15,67,238,1,0,"2016"
"Cundinamarca","Sibaté","PM2.5","ugm3",1,0.85,18,42.4,52,6,1,"2016"
"Cundinamarca","Mosquera","NO2","ugm3",0,0,11,11,11,11,0,"2016"
"Cundinamarca","Mosquera","PM10","ugm3",7,14,27,157.2,168,13,7,"2016"
"Cundinamarca","Mosquera","PST","ugm3",1,2.63,55,173.6,369,26,1,"2016"
"Cundinamarca","Mosquera","SO2","ugm3",0,0,11,11,11,11,0,"2016"
"Cundinamarca","La calera","NO2","ugm3",0,0,9.8,10.2,10.3,9.5,0,"2016"
"Cundinamarca","La calera","PM10","ugm3",0,0,34.1,44.6,67.2,28.2,0,"2016"
"Cundinamarca","La calera","PM10","ugm3",0,0,34,41,43,31,0,"2016"
"Cundinamarca","La calera","SO2","ugm3",0,0,46.5,48.4,48.7,44.5,0,"2016"
"Cundinamarca","Tocancipá","NO2","ugm3",6,0.09,1.3,6,410.2,0.2,6,"2016"
"Cundinamarca","Tocancipá","NO2","ugm3",0,0,1.6,10.8,19.4,0.6,0,"2016"
"Cundinamarca","Nemocón","NO2","ugm3",0,0,14.6,15.2,15.2,13.1,0,"2016"
"Cundinamarca","Nemocón","PM10","ugm3",0,0,75.5,77,77,73,0,"2016"
"Cundinamarca","Nemocón","PST","ugm3",0,0,73.8,172,249.8,16.6,0,"2016"
"Cundinamarca","Nemocón","PST","ugm3",0,0,76,89,94,62,0,"2016"
"Cundinamarca","Nemocón","SO2","ugm3",0,0,55,55,55,52.4,0,"2016"
"Cundinamarca","Zipaquirá","PM10","ugm3",0,0,22,103.1,317,1,0,"2016"
"Cundinamarca","Zipaquirá","PM10","ugm3",0,0,25,63.2,80,8,0,"2016"
"Cundinamarca","Zipaquirá","PM2.5","ugm3",0,0,7,34,169,1,0,"2016"
"Cundinamarca","Zipaquirá","PM2.5","ugm3",0,0,9,18.5,23,3,0,"2016"
"Boyacá","Ráquira","NO2","ugm3",0,0,13.5,14.1,14.1,13.2,0,"2016"
"Boyacá","Ráquira","PM10","ugm3",0,0,94,206,852,29,0,"2016"
"Boyacá","Ráquira","PM10","ugm3",133,43.75,96,193.9,271,64,133,"2016"
"Cundinamarca","Cogua","PM10","ugm3",0,0,16,63,150,1,0,"2016"
"Cundinamarca","Cogua","PM10","ugm3",0,0,20,34,40,7,0,"2016"
"Cundinamarca","Cajicá","NO2","ugm3",0,0,12.2,12.5,12.5,9,0,"2016"
"Cundinamarca","Cajicá","PM10","ugm3",0,0,46,127,237,15,0,"2016"
"Cundinamarca","Cajicá","PM10","ugm3",5,2.87,50.5,101,116,29,5,"2016"
"Cundinamarca","Cajicá","SO2","ugm3",0,0,50.5,52,52.3,49.4,0,"2016"
"Cundinamarca","Funza","NO2","ugm3",0,0,11,11,11,0.1,0,"2016"
"Cundinamarca","Funza","PM10","ugm3",0,0,41,54.8,57,19,0,"2016"
"Cundinamarca","Funza","PST","ugm3",1,1.69,89,136.4,952,40,1,"2016"
"Cundinamarca","Funza","SO2","ugm3",0,0,11,11,11,11,0,"2016"
"Cundinamarca","Mosquera","NO2","ugm3",0,0,11,11,11,0.1,0,"2016"
"Cundinamarca","Mosquera","PM10","ugm3",4,21.05,64,142.2,148,30,4,"2016"
"Cundinamarca","Mosquera","PST","ugm3",1,4.35,99,507.8,726,24,1,"2016"
"Cundinamarca","Mosquera","SO2","ugm3",0,0,11,11,11,11,0,"2016"
"Cundinamarca","Madrid","PM10","ugm3",0,0,19,59,59,0,0,"2016"
"Cundinamarca","Madrid","PST","ugm3",0,0,59,116.4,133,28,0,"2016"
"Risaralda","Dosquebradas","PM10","ugm3",0,0,35,53.8,68,9,0,"2016"
"Risaralda","La virginia","PM10","ugm3",0,0,20,38.5,58,8,0,"2016"
"Risaralda","La virginia","PST","ugm3",0,0,43,82.1,95,17,0,"2016"
"Risaralda","Pereira","PM10","ugm3",0,0,29,52.1,56,8,0,"2016"
"Risaralda","Pereira","PM2.5","ugm3",0,0,10,22,24,3,0,"2016"
"Risaralda","Pereira","PM10","ugm3",0,0,29,42,49,12,0,"2016"
"Risaralda","Santa rosa de cabal","PM10","ugm3",0,0,44,66,74,17,0,"2016"
"Santander","Bucaramanga","CO","mgm3",0,0,2.6,9.7,18.3,0.1,0,"2016"
"Santander","Bucaramanga","CO","mgm3",30,1.43,2.7,9.8,15,0.2,2,"2016"
"Santander","Bucaramanga","NO2","ugm3",0,0,17,64.4,116,0.2,0,"2016"
"Santander","Bucaramanga","NO2","ugm3",0,0,22.8,43,44.9,5.2,0,"2016"
"Santander","Bucaramanga","O3","ugm3",0,0,10.4,52.4,110.1,0,0,"2016"
"Santander","Bucaramanga","O3","ugm3",0,0,13.7,42.7,59.3,0.3,0,"2016"
"Santander","Bucaramanga","PM10","ugm3",0,0,52.8,117.7,1097.8,0.1,0,"2016"
"Santander","Bucaramanga","PM10","ugm3",9,4.84,57,131.3,148,18,9,"2016"
"Santander","Bucaramanga","CO","mgm3",0,0,2.2,4.2,5.9,0.4,0,"2016"
"Santander","Bucaramanga","CO","mgm3",0,0,2.2,4,4.5,0.4,0,"2016"
"Santander","Bucaramanga","PM10","ugm3",0,0,31.9,68.2,946,2.2,0,"2016"
"Santander","Bucaramanga","PM10","ugm3",0,0,33,53,78,16,0,"2016"
"Santander","Floridablanca","O3","ugm3",0,0,15.1,77.7,110.1,2.2,0,"2016"
"Santander","Floridablanca","O3","ugm3",0,0,20,61,76.9,2.2,0,"2016"
"Santander","Floridablanca","PM10","ugm3",0,0,38.5,187,238.2,0.6,0,"2016"
"Santander","Floridablanca","PM10","ugm3",0,0,53,68.7,72,32,0,"2016"
"Antioquia","Amagá","PM10","ugm3",0,0,45,61.2,62,34,0,"2016"
"Antioquia","Anorí","PM10","ugm3",0,0,18.5,41.8,44,13,0,"2016"
"Antioquia","Betania","PM10","ugm3",0,0,17.5,19.9,20,14,0,"2016"
"Antioquia","Buriticá","PM10","ugm3",0,0,14,19,19,11,0,"2016"
"Antioquia","Caldas","PM10","ugm3",0,0,24.5,35.8,39,18,0,"2016"
"Antioquia","Hispania","PM10","ugm3",0,0,21,22,22,19,0,"2016"
"Antioquia","Ituango","PM10","ugm3",0,0,18,27.6,28,13,0,"2016"
"Antioquia","Jardín","PM10","ugm3",0,0,21.5,33.4,34,20,0,"2016"
"Antioquia","Nechí","PM10","ugm3",0,0,39,57.5,58,26,0,"2016"
"Antioquia","San andrés de cuerquía","PM10","ugm3",0,0,29,31.5,32,19,0,"2016"
"Antioquia","Tarazá","PM10","ugm3",1,4.35,27,83.1,113,21,1,"2016"
"Antioquia","Valdivia","PM10","ugm3",0,0,13,22.4,24,9,0,"2016"
"Antioquia","Venecia","PM10","ugm3",0,0,33.5,39.7,40,32,0,"2016"
"Antioquia","Caucasia","PM10","ugm3",1,0.99,28,52,103,10,1,"2016"
"Antioquia","Envigado","NO","ugm3",0,0,6.1,89.6,157.2,0.1,0,"2016"
"Antioquia","Envigado","NO2","ugm3",0,0,32.2,90.9,159.5,6.2,0,"2016"
"Antioquia","Envigado","NO2","ugm3",0,0,36.3,58,69.3,14.7,0,"2016"
"Antioquia","Envigado","O3","ugm3",333,7.73,24.5,172.2,300.2,0.2,107,"2016"
"Antioquia","Envigado","O3","ugm3",623,14.63,33.7,127.1,176.7,0.5,113,"2016"
"Antioquia","Envigado","PM2.5","ugm3",6,11.32,30,56,61,18,6,"2016"
"Antioquia","Medellín","PM10","ugm3",17,23.29,82,147.8,155,35,17,"2016"
"Antioquia","Rionegro","PM10","ugm3",0,0,22,35,42,14,0,"2016"
"Magdalena","Santa marta","PM10","ugm3",0,0,42,78.2,92,15,0,"2016"
"Magdalena","Santa marta","PM10","ugm3",0,0,30,78,80,6,0,"2016"
"Magdalena","Santa marta","PST","ugm3",0,0,91,151.8,160,21,0,"2016"
"Magdalena","Santa marta","PST","ugm3",0,0,108,187,205,46,0,"2016"
"Magdalena","Santa marta","PM10","ugm3",3,3.33,32.5,105.2,111,8,3,"2016"
"Magdalena","Ciénaga","PM10","ugm3",1,1.23,30,87.2,121,11,1,"2016"
"Magdalena","Ciénaga","PST","ugm3",0,0,61,140.9,159,20,0,"2016"
"Magdalena","Santa marta","PM10","ugm3",0,0,32,63.2,70,9,0,"2016"
"Magdalena","Santa marta","PST","ugm3",0,0,65.5,108.2,111,22,0,"2016"
"Magdalena","Santa marta","PST","ugm3",0,0,154,247.1,262,55,0,"2016"
"Magdalena","Ciénaga","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Magdalena","Ciénaga","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Magdalena","Ciénaga","NO","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Ciénaga","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Magdalena","Santa marta","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Magdalena","Santa marta","NO","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Magdalena","Santa marta","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Magdalena","Santa marta","NO","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","NO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","O3","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","PM10","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","PM2.5","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","SO2","ugm3",0,0,1,1,1,1,0,"2016"
"Magdalena","Santa marta","PM10","ugm3",0,0,31.5,50.4,51,20,0,"2016"
"Magdalena","Santa marta","PM10","ugm3",4,4.12,47,107.2,124,14,4,"2016"
"Magdalena","Santa marta","PM10","ugm3",1,1,42,94,110,11,1,"2016"
"Boyacá","Sogamoso","PM10","ugm3",0,0,37.9,116.6,210,0.1,0,"2016"
"Boyacá","Sogamoso","PM10","ugm3",0,0,43,76,84,9,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,3.6,10.7,52.9,0,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,3.6,10.3,48.2,0.1,0,"2016"
"Boyacá","Sogamoso","SO2","ugm3",0,0,3.8,8.7,17.9,0.3,0,"2016"
"Boyacá","Sogamoso","PM10","ugm3",0,0,34,91,220,1,0,"2016"
"Boyacá","Sogamoso","PM10","ugm3",0,0,36,60,77,15,0,"2016"
"Boyacá","Sogamoso","CO","mgm3",0,0,0,0,0,0,0,"2016"
"Boyacá","Sogamoso","CO","mgm3",0,0,0,0,0,0,0,"2016"
